perihelion_year,perihelion_month,perihelion_day,perihelion_distance_au,eccentricity,argument_of_perihelion_degrees,longitude_of_ascending_node_degrees,inclination_degrees,magnitude_g,magnitude_k,designation,reference
2021,1,22.6193,1.412784,0.994403,338.8364,125.237,106.9777,13.5,10.0,2021 A2,MPEC 2021-S45
2021,3,20.0312,1.1456469999999999,0.973341,204.6684,307.086,111.5698,16.0,10.0,2021 A4,MPEC 2021-R75
2020,11,11.6561,2.620789,0.139743,61.1361,328.7669,18.1882,15.0,10.0,2021 A5,MPEC 2021-BE3
2021,5,4.815,7.928794,0.999324,351.7355,164.079,75.6126,7.0,10.0,2021 A6,MPEC 2021-P47
2021,7,15.3158,1.967699,0.9996790000000001,356.0585,154.5192,78.1499,10.0,10.0,2021 A7,MPEC 2021-N06
2023,12,1.4265,7.758534,1.004278,211.4712,314.8408,158.0287,6.0,10.0,2021 A9,MPEC 2021-P47
2021,5,4.2584,2.513045,0.9927239999999999,334.9658,120.5554,38.0931,14.0,10.0,2021 B2,MPEC 2021-O56
2021,3,10.9018,2.160127,0.938159,293.5568,67.2872,119.4858,13.5,10.0,2021 B3,MPEC 2021-N06
2020,12,7.1383,3.481212,0.9999040000000001,336.3102,186.8939,143.0423,11.5,10.0,2021 C1,MPEC 2021-P47
2021,2,24.2583,4.890016999999999,0.487253,78.7914,66.4877,21.9271,12.0,10.0,2021 C2,MPEC 2021-P47
2021,2,12.4278,2.276352,0.9640290000000001,357.1457,181.9231,122.164,14.0,10.0,2021 C3,MPEC 2021-N06
2021,1,17.1044,4.504236,0.999491,320.236,194.2754,132.846,9.0,10.0,2021 C4,MPEC 2021-P47
2023,2,11.0127,3.241634,0.999431,270.9177,323.691,50.7876,9.0,10.0,2021 C5,MPEC 2021-N06
2021,11,13.3142,3.2713419999999998,1.002033,203.5601,332.1554,164.6261,12.0,10.0,2021 C6,MPEC 2021-N06
2021,2,27.6181,0.901797,0.9907239999999999,72.2267,311.2712,31.4602,13.0,10.0,2021 D1,MPEC 2021-N06
2022,2,3.985,2.946288,1.001267,125.0304,305.6765,83.8313,9.0,10.0,2021 D2,MPEC 2021-S45
2020,12,10.4746,2.288131,0.990297,342.4622,190.8147,167.4879,15.0,5.0,2021 E2,MPEC 2021-N06
2022,6,11.9178,1.777427,1.000759,228.8462,104.4646,112.5626,8.5,10.0,2021 E3,MPEC 2021-S45
2022,4,25.3682,4.675927,0.9935459999999999,48.2847,171.1731,116.3603,13.5,5.0,2021 E4,MPEC 2021-P47
2022,4,6.8724,0.9955370000000001,0.99582,146.8183,203.4495,107.3226,17.5,5.0,2021 F1,MPEC 2021-R75
2021,7,22.2143,3.423651,0.954469,107.4801,270.6938,131.5658,14.0,10.0,2021 G1,MPEC 2021-J72
2024,9,9.9305,4.97647,0.99889,343.3817,221.132,48.4742,8.5,5.0,2021 G2,MPEC 2021-M79
2021,10,18.6498,5.1811370000000005,1.001128,10.6532,147.4188,102.8833,10.5,10.0,2021 G3,MPEC 2021-M86
2021,8,6.3877,0.796437,0.810179,46.0864,262.3907,12.1711,22.0,10.0,2021 HS,MPEC 2021-S44
2021,2,19.4363,1.740325,0.933674,147.3037,88.3146,92.7079,15.5,10.0,2021 J1,MPEC 2021-R75
2021,9,22.476,4.706714,0.959781,172.0601,23.329,156.2075,12.0,10.0,2021 J2,MPEC 2021-R75
2019,7,4.6001,4.911137999999999,0.45059899999999997,125.8436,111.2256,14.5603,7.0,10.0,2021 J3,MPEC 2021-S45
2021,5,4.552,2.4977560000000003,0.803774,184.2977,140.9051,16.2759,11.0,10.0,2021 K1,MPEC 2021-S45
2021,9,9.1284,5.466627,1.000624,343.3201,282.2479,100.8393,8.0,10.0,2021 K2,MPEC 2021-R75
2022,2,2.389,5.230994,1.007104,181.9639,114.4395,134.8042,10.0,10.0,2021 K3,MPEC 2021-R75
2021,7,24.5231,1.9385419999999998,0.52175,51.5346,266.6695,21.0683,17.0,10.0,2021 L2,MPEC 2021-S45
2022,2,13.3534,8.458065,1.000932,91.5769,344.9691,78.5799,6.0,10.0,2021 L3,MPEC 2021-S45
2019,9,4.0718,2.789555,0.11861500000000001,234.6202,243.2251,16.9618,13.5,10.0,2021 L4,MPEC 2021-R75
2021,6,6.5527,0.9622200000000001,0.676783,21.1912,301.1635,11.506,19.0,10.0,2021 N1,MPEC 2021-P47
2021,11,12.582,3.7972989999999998,0.452759,177.2272,221.7454,13.0613,9.5,10.0,2021 N2,MPEC 2021-S45
2020,8,17.9882,5.702719,0.964808,304.4876,337.4976,26.7457,8.5,10.0,2021 N3,MPEC 2021-S45
2021,8,13.928,0.786984,1.000174,74.4505,41.608,27.5726,10.5,10.0,2021 O1,MPEC 2021-R75
2022,4,21.0128,0.287245,1.000204,299.9827,189.027,56.7724,10.5,10.0,2021 O3,MPEC 2021-S45
2022,6,1.6498,4.375293,0.9998379999999999,40.3518,359.6715,51.6213,11.0,10.0,2021 P1,MPEC 2021-S45
2023,1,21.8499,5.071741,0.997978,76.4956,31.9937,150.0191,9.0,10.0,2021 P2,MPEC 2021-S45
2021,5,30.8213,2.915628,0.340416,334.1807,358.2372,27.1496,14.0,10.0,2021 P3,MPEC 2021-S45
2022,7,30.3612,1.0802040000000002,0.996519,175.8311,348.0952,56.3112,9.5,10.0,2021 P4,MPEC 2021-S45
2022,1,25.8,5.206855,0.930919,114.0505,307.926,77.7764,8.0,10.0,2021 Q3,MPEC 2021-S45
2023,6,8.9011,7.567369,1.0035399999999999,146.8926,183.3307,71.4743,6.0,10.0,2021 Q4,MPEC 2021-S45
2021,8,30.438,1.234652,0.624549,180.8991,239.781,10.7349,15.0,10.0,2021 Q5,MPEC 2021-S45
2024,3,21.1678,8.716826,0.9987809999999999,140.7885,133.5429,161.8468,6.0,10.0,2021 Q6,MPEC 2021-S45
2021,12,17.1908,4.885651,0.42112799999999995,220.2736,143.4082,5.5212,11.0,10.0,2021 R1,MPEC 2021-S45
2021,12,21.5303,7.314478,0.997519,32.049,16.2791,134.4636,7.5,10.0,2021 R2,MPEC 2021-S45
2021,5,27.0768,2.525306,0.331893,2.9962,304.2477,19.9299,16.0,10.0,2021 R3,MPEC 2021-S45
2021,10,13.4456,2.328568,0.5877359999999999,56.3958,321.325,21.0731,16.0,10.0,2021 R4,MPEC 2021-S45
2022,1,10.4413,3.324897,0.307467,167.0229,219.9792,7.85,12.0,10.0,2021 R5,MPEC 2021-S45
2021,12,26.6665,6.215284,1.0228780000000002,141.9225,300.4426,51.7092,7.0,10.0,2021 S1,MPEC 2021-T21
2024,5,23.6575,2.990729,0.264701,277.1374,177.8618,2.0913,13.5,10.0,202P,MPEC 2021-N06
2020,3,4.6656,3.198382,0.315213,154.7921,290.3387,2.9728,14.5,5.0,203P,MPEC 2021-S45
2022,11,16.4962,1.836732,0.488191,356.4045,108.5613,6.5982,14.0,10.0,204P,MPC 98566
2022,1,13.4263,1.530082,0.568118,154.2091,179.605,15.3045,13.0,10.0,205P,MPC 98566
2021,3,4.513,1.564793,0.551389,189.4824,202.3426,33.6333,19.0,10.0,206P,MPC 75725
2024,1,31.8666,0.932746,0.759096,273.0041,198.3296,10.1872,16.0,10.0,207P,MPC 75725
2024,8,23.2935,2.532118,0.373977,310.4785,36.3426,4.4113,12.5,10.0,208P,MPEC 2020-W26
2019,6,12.4341,0.967825,0.673029,152.4595,62.7739,21.2556,17.0,5.0,209P,MPC 90771
2020,4,7.8893,0.527602,0.833248,345.894,93.8277,10.2637,13.5,10.0,210P,MPC105242
2022,10,4.5959,2.328042,0.34347,4.2673,117.132,18.9212,12.5,10.0,211P,MPC 96868
2024,4,25.2987,1.602945,0.587915,14.08,98.2701,22.2242,17.0,5.0,212P,MPEC 2021-F20
2023,11,11.1619,1.980764,0.408277,5.6621,311.2984,10.3822,10.5,10.0,213P,MPC114608
2022,9,26.3055,1.8605909999999999,0.48579399999999995,190.2232,348.2491,15.1834,13.0,10.0,214P,MPC 92986
2019,11,19.0166,3.606675,0.166743,262.2175,56.685,10.5803,11.0,10.0,215P,MPEC 2021-S45
2024,1,7.2379,2.138383,0.44705500000000004,151.3694,359.8093,9.062,13.0,10.0,216P,MPC100284
2025,5,24.6134,1.2288,0.6889310000000001,246.8535,125.474,12.8641,12.0,10.0,217P,MPEC 2021-N06
2020,10,3.788,1.168664,0.622132,59.7326,175.9681,2.7276,16.0,10.0,218P,MPEC 2020-K19
2024,2,13.3677,2.357079,0.354065,107.4605,230.9628,11.5335,11.0,10.0,219P,MPC100284
2018,9,10.8601,1.010055,0.711054,172.8615,195.3471,32.042,11.4,10.0,21P,MPEC 2021-F20
2020,12,10.6367,1.552599,0.501718,180.5453,150.1013,8.1289,15.0,10.0,220P,MPEC 2021-BE3
2021,12,18.0667,1.7531400000000001,0.492654,40.114,229.7029,11.4276,14.5,10.0,221P,MPEC 2021-J28
2019,6,5.4393,0.82711,0.714717,346.2521,6.7773,5.098,20.0,10.0,222P,MPC 92277
2019,1,27.7054,2.428299,0.416127,37.8147,346.7706,27.0262,12.0,10.0,223P,MPEC 2021-S45
2022,9,29.9407,2.04432,0.40683800000000003,16.6513,40.1144,13.297,15.5,10.0,224P,MPC 75727
2023,8,8.1526,1.320434,0.638209,3.874,14.1977,21.3638,18.0,10.0,225P,MPC 75727
2023,12,27.4347,1.7757630000000002,0.528629,341.0404,54.0031,44.0292,12.5,10.0,226P,MPC106349
2024,3,7.2712,1.7067259999999997,0.518109,93.1946,46.416,6.587,16.5,5.0,227P,MPC102956
2020,3,9.4604,3.434915,0.176281,115.1115,30.9813,7.9123,14.5,5.0,228P,MPEC 2020-L06
2025,3,5.6652,2.446548,0.377322,223.97,157.9115,26.0925,13.0,10.0,229P,MPC106349
2022,3,18.1158,1.5524639999999998,0.548797,163.0101,120.836,4.742,3.0,26.0,22P,MPEC 2021-S45
2022,3,19.2962,1.568842,0.54567,313.4058,106.9921,15.4708,13.0,10.0,230P,MPEC 2021-S45
2019,6,17.4456,3.0371810000000004,0.246779,43.6667,133.0157,12.3337,14.5,5.0,231P,MPEC 2020-K19
2019,4,5.6688,2.9818599999999997,0.334202,53.3608,56.0152,14.6362,11.5,10.0,232P,MPC112394
2020,10,1.601,1.782175,0.41182399999999997,27.0226,74.9187,11.2843,15.0,10.0,233P,MPEC 2021-N06
2024,10,24.6518,2.830553,0.255094,357.2315,179.5655,11.5329,12.0,10.0,234P,MPC110497
2018,3,18.7486,2.670947,0.325316,333.3719,203.1931,8.9748,12.0,10.0,235P,MPC110497
2025,2,3.4684,1.8309490000000002,0.509095,119.2491,245.6104,16.3391,14.0,10.0,236P,MPC107688
2023,5,14.5502,1.9864560000000002,0.43442600000000003,25.2322,245.3846,14.0152,14.5,5.0,237P,MPC109593
2022,6,6.0247,2.3684119999999997,0.252363,324.393,51.6288,1.2641,14.5,10.0,238P,MPC107688
2019,1,9.3772,1.6536520000000001,0.630046,220.4333,255.9136,11.2971,17.5,5.0,239P,MPEC 2021-F20
1989,8,4.7883,0.483783,0.971456,128.8196,312.3987,19.1384,10.0,15.0,23P,MPC 14747
2018,5,15.5851,2.129827,0.449112,351.9499,74.911,23.5141,12.1,10.0,240P,MPEC 2021-F20
2021,7,25.8336,1.917501,0.609979,111.4309,305.4833,21.1068,13.5,10.0,241P,MPEC 2021-S45
2025,1,1.0081,3.959879,0.278212,245.9139,180.401,32.497,8.0,10.0,242P,MPEC 2021-S45
2018,8,26.7721,2.450567,0.36029,283.5443,87.6331,7.6404,12.5,10.0,243P,MPC111774
2022,11,16.5643,3.921128,0.198909,93.0061,353.9901,2.2593,9.0,10.0,244P,MPEC 2021-S45
2018,2,8.4769,2.196486,0.456992,316.8819,316.6479,21.1973,14.0,10.0,245P,MPEC 2020-K19
2021,2,23.1848,2.864203,0.287582,176.3882,78.7349,15.9806,10.5,10.0,246P,MPEC 2021-S45
2018,12,1.3637,1.49143,0.6242260000000001,47.457,54.0112,13.6541,16.5,5.0,247P,MPEC 2021-F20
2025,9,15.8722,2.166284,0.6384529999999999,209.8552,207.7809,6.3495,14.0,10.0,248P,MPC 75730
2020,6,29.5039,0.497147,0.8200639999999999,65.6504,239.1519,8.3926,15.5,10.0,249P,MPEC 2021-S45
2017,11,12.5053,1.182813,0.7081850000000001,58.281,78.5708,11.5294,6.5,35.0,24P,MPC110085
2025,5,17.7919,2.257311,0.400213,46.1604,73.4773,13.1667,14.5,10.0,250P,MPC110497
2024,2,13.0866,1.738266,0.504929,31.2896,219.372,23.3909,16.5,5.0,251P,MPC104795
2021,7,11.2942,1.000483,0.6718770000000001,343.2971,190.946,10.4099,17.5,10.0,252P,MPEC 2021-S45
2024,10,20.9216,2.031009,0.41407700000000003,230.6397,146.8856,4.9435,14.5,10.0,253P,MPEC 2020-FB5
2020,9,29.9153,3.137502,0.319779,219.5363,129.1749,32.5726,11.0,10.0,254P,MPEC 2021-S45
2022,9,7.4114,0.8475659999999999,0.712163,185.9204,275.7768,13.4151,9.0,10.0,255P,NK   2214
2023,3,12.434,2.699279,0.418005,124.2444,81.3487,27.6242,14.0,5.0,256P,MPC 84027
2020,9,10.7486,2.1428599999999998,0.43042600000000003,117.6703,207.7323,20.2221,11.5,10.0,257P,MPEC 2021-S45
2020,6,18.705,3.48085,0.20852300000000001,25.9727,126.2475,6.746,13.0,10.0,258P,MPEC 2021-N06
2022,2,8.4102,1.805654,0.338599,257.6461,51.4518,15.8908,15.5,10.0,259P,MPC106349
2019,9,10.2272,1.415764,0.609218,18.4123,349.3383,15.0582,13.5,10.0,260P,MPEC 2020-SI8
2019,6,19.0762,2.0128470000000003,0.423292,67.1693,291.1547,6.0747,14.0,10.0,261P,MPEC 2021-J28
2012,12,1.9836,1.266066,0.815814,171.0189,217.8784,29.2347,13.5,10.0,262P,MPC 82322
2023,1,30.6321,1.240185,0.5930270000000001,34.7453,105.6386,11.526,9.0,10.0,263P,MPC 89018
2019,8,4.7101,2.43318,0.375025,346.7292,220.5778,25.1635,13.0,10.0,264P,MPC114608
2021,2,9.0664,1.499075,0.647501,33.4386,342.9254,14.3652,14.5,10.0,265P,MPC 79870
2020,4,19.2571,2.334043,0.339463,97.7568,4.9982,3.427,14.7,10.0,266P,MPEC 2021-F20
2024,4,24.4991,1.238532,0.6143609999999999,114.1656,228.6077,6.1396,19.5,10.0,267P,MPC114608
2024,12,26.3093,2.379371,0.47645699999999996,359.8478,127.5064,16.0943,14.0,10.0,268P,MPC 92277
2014,9,28.9707,4.028733,0.43058500000000005,225.8255,241.7149,7.0742,10.0,10.0,269P,MPC104795
2023,12,25.6747,1.084244,0.640314,2.1762,211.5397,22.4332,12.0,40.0,26P,MPC 94674
2013,6,7.2941,3.546971,0.46776899999999993,209.8067,222.989,2.9207,8.0,10.0,270P,MPC 88332
2013,7,12.8144,4.263332,0.394559,36.3848,9.3132,6.8712,11.0,10.0,271P,MPC 92277
2022,7,17.1381,2.4320939999999998,0.454424,27.9212,109.4685,18.0758,16.0,5.0,272P,MPC 81862
2012,12,18.8539,0.8239059999999999,0.974145,20.3324,320.4011,136.7952,11.5,10.0,273P,MPC 82723
2022,4,8.5024,2.453143,0.43912399999999996,38.477,81.3405,15.8169,13.0,10.0,274P,MPEC 2021-S45
2026,11,2.2717,1.6605349999999999,0.7124020000000001,174.045,348.7569,21.2738,17.0,10.0,275P,MPC 81862
2024,12,14.7801,3.8972660000000006,0.267339,199.6535,211.3842,14.8106,11.5,10.0,276P,MPEC 2020-K19
2020,12,30.1738,1.9042990000000002,0.505794,152.3131,276.3412,16.7773,15.1,10.0,277P,MPEC 2021-F20
2020,9,11.864,2.08434,0.435696,238.0023,15.3858,6.6912,14.0,10.0,278P,MPEC 2021-S45
2023,4,19.553,2.149219,0.398598,5.8111,346.2347,5.0526,14.0,10.0,279P,MPC100285
2011,7,23.0691,0.749996,0.918342,195.9308,250.6126,29.2251,12.0,20.0,27P,MPC 78188
2023,8,4.7105,2.6384279999999998,0.417508,104.784,131.393,11.7751,12.5,10.0,280P,MPC 89013
2023,2,2.027,4.034554,0.172041,26.7032,87.1787,4.7193,11.0,10.0,281P,MPC 83145
2021,10,24.637,3.440993,0.18865099999999999,217.6314,9.2964,5.8116,13.5,5.0,282P,MPC133426
2021,9,8.0153,2.1321950000000003,0.484806,22.2487,161.1292,14.4552,16.0,5.0,283P,MPEC 2021-BE3
2021,9,12.7053,2.295736,0.37600500000000003,202.4453,144.2632,11.8614,13.0,10.0,284P,MPEC 2021-S45
2023,1,12.4095,1.7198099999999998,0.6184850000000001,178.426,185.5052,25.0379,15.0,10.0,285P,MPC 85339
2022,5,12.6357,2.361095,0.425368,24.8509,283.9573,17.0455,14.0,10.0,286P,MPEC 2021-O56
2023,7,4.3637,3.0359700000000003,0.271009,188.9806,139.0455,16.3199,13.5,10.0,287P,MPC 96868
2022,3,2.3548,2.436656,0.201534,280.3536,83.1678,3.2382,16.0,5.0,288P,MPC133426
2019,12,20.9573,0.9580930000000001,0.685516,9.856,68.8829,5.8953,19.0,10.0,289P,MPEC 2021-S45
2021,3,11.8782,1.578338,0.773738,347.4119,346.3316,14.312,8.5,15.0,28P,MPEC 2021-S45
2014,2,1.0176,2.306102,0.62869,181.9269,302.69,20.1232,10.5,10.0,290P,MPC 95214
2023,5,5.5726,2.556738,0.43550600000000006,173.7101,237.9823,6.3024,13.0,10.0,291P,MPEC 2021-N06
2029,3,4.3098,2.511931,0.588619,319.4614,90.9693,24.2662,12.5,10.0,292P,MPC115887
2020,12,19.1874,2.119519,0.41822600000000004,41.0304,78.4045,9.0566,14.5,10.0,293P,MPEC 2021-S45
2019,12,1.4136,1.2853370000000002,0.598182,235.316,312.5227,18.1891,15.5,10.0,294P,MPEC 2020-SI8
2026,7,24.7452,2.0360270000000003,0.6163069999999999,72.884,7.4335,21.074,12.0,10.0,295P,MPC 93589
2020,9,17.8001,1.8223490000000002,0.47874099999999997,350.0828,263.6023,25.229,14.0,10.0,296P,MPEC 2021-N06
2021,1,23.1252,2.343841,0.319527,132.5801,97.6577,10.3264,15.0,10.0,297P,MPC102956
2020,9,6.2615,2.2031400000000003,0.386517,100.6662,52.8224,7.8708,15.0,10.0,298P,MPC114609
2024,5,1.0428,3.152073,0.281296,323.8704,271.6239,10.4728,11.5,10.0,299P,MPC101100
2019,3,30.7253,5.769965,0.04473,49.4437,312.377,9.3667,4.0,10.0,29P,MPEC 2021-S45
2019,12,8.5549,2.006548,3.356636,209.1251,308.148,44.0527,11.0,10.0,2I,MPEC 2020-K19
2020,6,26.9296,0.334314,0.849269,186.63,334.5141,11.8056,11.5,15.0,2P,MPEC 2021-S45
2023,4,11.0132,0.8320780000000001,0.691801,222.9059,95.6508,5.6746,16.0,10.0,300P,MPC114609
2028,5,26.6987,2.380847,0.5851649999999999,193.6752,351.1745,10.3395,13.0,10.0,301P,MPC 89014
2025,3,7.452,3.290971,0.23026300000000002,208.2957,121.7529,6.0341,12.5,10.0,302P,MPEC 2020-HN5
2026,2,18.6411,2.4688,0.510795,356.9044,347.9724,7.0218,13.5,10.0,303P,MPC 92278
2020,8,12.4568,1.258265,0.6006229999999999,335.2358,58.9245,2.6068,16.5,10.0,304P,MPEC 2020-N08
2024,11,17.3548,1.4231610000000001,0.693498,147.3044,240.11,11.6541,18.0,10.0,305P,MPC101100
2020,1,22.9926,1.27014,0.5933390000000001,0.8514,341.3724,8.3116,19.0,10.0,306P,MPC 92278
2014,12,22.0617,1.8825020000000001,0.67498,222.1264,158.1615,4.435,15.0,10.0,307P,MPC 92278
2015,5,7.1618,4.200954,0.363749,333.5901,63.0714,4.8516,13.0,5.0,308P,MPC109148
2024,3,29.488,1.671059,0.617792,49.9428,10.1457,17.0237,15.0,10.0,309P,MPC 94284
2024,8,14.2321,1.7616349999999998,0.523777,9.6375,118.2577,8.213,9.5,15.0,30P,MPC110085
2023,10,24.532,2.4156169999999997,0.421965,31.8056,8.925,13.1278,13.5,10.0,310P,MPC 98566
2020,10,7.3756,1.935718,0.11558299999999999,144.5508,279.2219,4.9694,17.0,10.0,311P,MPEC 2021-BE3
2020,9,25.0815,1.9836740000000002,0.427888,207.5703,144.6686,19.7686,16.0,10.0,312P,MPEC 2021-BE3
2020,4,15.6086,2.419523,0.23504499999999998,254.7243,105.9732,10.9821,15.0,10.0,313P,MPEC 2021-S45
2016,10,7.533,4.243333,0.416051,214.0823,267.6111,3.981,9.5,10.0,314P,MPC105243
2016,11,27.418,2.3652740000000003,0.521165,65.7152,68.8794,17.7512,11.0,10.0,315P,MPEC 2021-N06
2024,11,17.8604,3.681996,0.156701,193.0334,246.5695,9.8366,13.5,10.0,316P,MPC 92279
2020,9,26.1409,1.273048,0.5704859999999999,334.877,275.5006,11.9501,17.5,10.0,317P,MPEC 2020-C98
2015,10,25.2243,2.434949,0.675311,313.2093,35.564,17.8804,8.5,15.0,318P,MPC102103
2022,3,31.4295,1.189041,0.666617,203.6714,111.3722,15.0948,15.0,10.0,319P,MPC 97499
2019,7,4.4981,3.4239230000000003,0.192129,18.099,114.11,4.5474,13.1,10.0,31P,MPEC 2021-F20
2021,1,17.1299,0.9723940000000001,0.685666,0.777,295.9302,4.9088,20.5,10.0,320P,MPC 96281
2020,1,17.3812,0.045763,0.981116,172.7455,165.0186,20.0885,20.0,10.0,321P,MPC105243
2023,8,21.106,0.050520999999999996,0.9798549999999999,56.8731,351.5266,11.4677,19.0,10.0,322P,MPC102103
