perihelion_year,perihelion_month,perihelion_day,perihelion_distance_au,eccentricity,argument_of_perihelion_degrees,longitude_of_ascending_node_degrees,inclination_degrees,magnitude_g,magnitude_k,designation,reference
2021,1,17.7726,0.039152,0.984841,353.0556,324.3758,5.3384,20.0,10.0,323P,MPEC 2016-Y36
2021,5,5.5946,2.6184830000000003,0.154211,57.6098,270.5964,21.4023,13.0,10.0,324P,MPEC 2021-S45
2022,3,29.1702,1.432375,0.593464,343.6967,257.564,16.6939,14.0,10.0,325P,MPC114609
2023,12,30.635,2.771548,0.317882,278.6051,99.8102,2.4709,13.5,10.0,326P,MPC103849
2022,9,2.4502,1.5561989999999999,0.56311,185.0433,173.9851,36.2512,16.0,10.0,327P,MPC 97499
2024,7,28.0037,1.877491,0.5523279999999999,30.4973,341.6362,17.6734,14.5,10.0,328P,MPC109148
2015,11,29.8432,1.6747990000000001,0.6773520000000001,343.5274,87.6709,21.6776,13.5,10.0,329P,MPC101101
2024,4,21.2397,1.9860229999999999,0.55962,54.5102,55.9377,9.8715,6.5,20.0,32P,MPC 92276
2016,8,25.8161,2.993586,0.548312,188.9339,293.0936,15.6958,12.0,10.0,330P,MPC105243
2020,10,1.0364,2.881327,0.041046,184.0384,216.7682,9.7379,12.0,10.0,331P,MPEC 2021-BE3
2021,8,18.4107,1.577129,0.48946300000000004,152.3372,3.7859,9.3801,18.0,10.0,332P,MPEC 2016-K18
2016,3,17.165,1.572891,0.48970699999999995,152.3711,3.8028,9.3805,19.0,10.0,332P-B,MPEC 2016-EI8
2021,8,18.3327,1.577094,0.489468,152.3285,3.7863,9.3792,16.5,10.0,332P-C,MPEC 2016-K18
2016,3,17.2819,1.572064,0.489778,152.4393,3.7923,9.3761,19.0,10.0,332P-D,MPEC 2016-ED0
2016,3,17.061,1.5731389999999998,0.48922,152.2825,3.8228,9.3774,21.0,10.0,332P-E,MPEC 2016-ED0
2016,3,17.8554,1.584174,0.49918900000000005,152.8203,3.4757,9.5293,21.0,10.0,332P-F,MPEC 2016-ED0
2016,3,19.5375,1.549652,0.492004,154.4,3.6955,9.2523,19.0,10.0,332P-G,MPEC 2016-ED0
2021,8,18.6909,1.57708,0.48950299999999997,152.3292,3.7861,9.3797,19.0,10.0,332P-H,MPC100285
2016,3,17.3515,1.573073,0.489555,152.3297,3.8048,9.3791,20.5,5.0,332P-I,MPEC 2016-ED0
2016,3,17.7739,1.575357,0.49429399999999996,152.7712,3.6729,9.4296,20.5,5.0,332P-J,MPEC 2016-EI8
2024,11,29.1876,1.110809,0.736749,25.9964,115.6277,131.9824,15.0,10.0,333P,MPEC 2020-L06
2017,6,6.0809,4.4372940000000005,0.351169,90.1052,90.6563,20.422,10.5,10.0,334P,MPC115888
2022,8,12.0156,1.624232,0.545978,162.2919,330.8474,7.2934,17.0,10.0,335P,MPC100285
2017,2,1.9573,2.7945849999999997,0.444792,308.7619,298.2365,17.8329,13.5,10.0,336P,MPC105244
2022,7,1.1259,1.654088,0.49672,161.0143,106.0664,15.3713,17.0,10.0,337P,MPEC 2021-N06
2024,8,2.8891,2.292307,0.41168299999999997,4.4141,9.7939,25.3831,12.0,10.0,338P,MPC104796
2023,8,31.1054,1.3477459999999999,0.6354770000000001,27.5059,172.7268,5.7334,17.0,10.0,339P,MPC101101
2024,11,12.3534,2.240464,0.451646,20.5298,66.3186,22.2997,10.0,30.0,33P,MPEC 2013-O31
2025,8,27.5284,3.056996,0.28084899999999996,35.887,291.7128,2.079,14.3,10.0,340P,MPC133426
2025,4,21.771,2.5085189999999997,0.41563199999999995,312.1836,29.9734,3.7963,12.5,10.0,341P,MPEC 2021-BE3
2021,10,19.3009,0.052432000000000006,0.982768,73.2652,27.7068,11.6663,9.0,10.0,342P,MPC101101
2017,1,28.9116,2.268423,0.584499,137.3888,257.1852,5.5856,14.0,10.0,343P,MPC109148
2016,11,1.2346,2.810445,0.422253,140.3795,273.1622,3.4915,13.0,10.0,344P,MPC109148
2024,8,29.5846,3.144495,0.22123099999999998,196.4372,154.5096,2.7273,12.0,10.0,345P,MPC109148
2017,2,13.3012,2.226252,0.502533,335.9623,102.463,22.189,14.0,10.0,346P,MPC110086
2023,7,20.03,2.21409,0.385914,98.3623,261.0256,11.7508,15.0,10.0,347P,MPC108599
2022,2,12.496,2.18391,0.306707,135.6537,312.9404,17.7404,14.0,10.0,348P,MPEC 2020-SI8
2024,5,27.6188,2.506049,0.298782,256.0263,331.7427,5.4909,14.0,10.0,349P,MPC112394
2017,12,13.7292,3.7137260000000003,0.091916,139.9728,65.3191,7.3588,14.0,10.0,350P,MPC111775
2025,3,25.9125,3.125536,0.295705,352.6808,283.4461,12.7861,12.5,10.0,351P,MPC105244
2017,6,22.7706,2.534638,0.618242,309.2312,28.0443,21.0099,11.5,10.0,352P,MPC110086
2017,12,22.28,2.2095029999999998,0.47027399999999997,230.3978,121.5584,28.4223,14.5,10.0,353P,MPEC 2020-AA5
2020,4,27.0936,2.001602,0.125698,132.9103,320.1291,5.2556,15.5,10.0,354P,MPC105545
2024,4,1.7106,1.709955,0.507402,336.2606,51.4302,11.0417,15.5,5.0,355P,MPEC 2020-AA5
2017,12,17.8291,2.6814139999999997,0.355267,225.9873,160.7972,9.6379,14.0,10.0,356P,MPEC 2021-F20
2018,5,29.2664,2.519614,0.435041,1.3872,44.5645,6.3128,15.5,10.0,357P,MPC114609
2023,11,11.3085,2.396248,0.238616,299.7396,85.7046,11.0586,18.0,10.0,358P,MPEC 2020-HN5
2017,8,22.0815,3.135443,0.324201,200.1787,149.7558,10.2676,13.5,10.0,359P,MPC110086
2092,1,5.763999999999999,0.7442300000000001,0.9739399999999999,28.965,356.681,65.192,9.0,10.0,35P,15
2024,10,3.432,1.854313,0.49906999999999996,354.1398,2.1905,24.1088,19.5,15.0,360P,MPC108599
2018,7,2.3671,2.7737220000000002,0.43826000000000004,219.0311,203.2507,13.8955,12.0,10.0,361P,MPC114609
2024,7,20.5568,2.861014,0.27925,53.699,192.5593,15.5562,12.9,5.0,362P,MPEC 2017-V13
2024,11,11.616,1.6938520000000001,0.523594,341.2358,146.8874,5.4098,17.5,10.0,363P,MPC114609
2023,5,13.9138,0.800245,0.722082,212.0151,46.1799,12.1378,17.0,5.0,364P,MPEC 2021-F20
2023,10,10.3591,1.337385,0.5785,66.5488,87.0721,9.8213,17.0,10.0,365P,MPC111775
2018,7,20.3321,2.278876,0.348148,153.1247,70.7608,8.8584,15.0,10.0,366P,MPC114610
2025,1,12.4448,2.524127,0.28008099999999997,172.8948,58.7218,8.4616,17.5,5.0,367P,MPC112395
2018,9,14.8503,2.064184,0.62655,118.8083,257.9257,15.481,14.0,10.0,368P,MPC114610
2018,10,15.3078,1.9522970000000002,0.554634,13.1669,47.2924,10.3165,15.0,10.0,369P,MPC114610
2020,6,1.1188,3.022068,0.268965,200.8773,181.8482,9.9518,8.5,15.0,36P,MPEC 2021-S45
2018,6,9.7633,2.4786479999999997,0.614775,356.6787,55.1049,19.409,13.0,10.0,370P,MPEC 2021-F20
2018,10,5.2032,2.187369,0.476815,308.476,67.2875,17.3785,16.0,10.0,371P,MPC114610
2018,10,22.5706,3.8170269999999995,0.152754,27.3742,325.8157,9.5101,13.5,10.0,372P,MPEC 2020-K19
2019,4,8.7134,2.311132,0.392281,221.0721,231.9491,13.7634,14.5,10.0,373P,MPEC 2021-F20
2019,1,10.8437,2.671964,0.46269899999999997,51.4695,7.9126,10.7652,14.0,10.0,374P,MPC114610
2018,12,20.8646,1.8967060000000002,0.6585449999999999,119.4352,359.9493,17.3614,16.0,10.0,375P,MPEC 2021-F20
2019,9,26.1732,2.810131,0.517125,284.6389,314.6928,1.1881,12.5,10.0,376P,MPEC 2021-S45
2020,7,12.0713,5.017591,0.25215,355.0523,226.0618,9.0236,9.5,10.0,377P,MPEC 2021-N06
2020,10,19.0273,3.377308,0.469829,193.8477,94.3452,19.0489,12.0,10.0,378P,MPEC 2021-S45
2019,8,1.1624,2.320389,0.340563,30.8784,183.8217,12.4308,15.0,10.0,379P,MPC115889
2024,10,10.548,1.613538,0.533721,330.1218,314.5604,8.9572,13.8,10.0,37P,MPEC 2021-F20
2019,5,31.8832,2.991604,0.334267,87.8281,132.9527,8.2762,12.5,10.0,380P,MPEC 2020-KB7
2019,9,27.1148,2.266913,0.681913,173.1941,173.7641,28.3771,17.5,5.0,381P,MPEC 2021-J28
2022,3,8.449,4.41371,0.316619,172.7251,174.326,8.0377,8.0,10.0,382P,MPEC 2021-S45
2019,10,26.3834,1.419576,0.599629,133.7038,207.856,12.3219,18.0,10.0,383P,MPC118844
2019,10,11.6311,1.114695,0.615733,37.6157,354.2302,7.2844,19.5,10.0,384P,MPEC 2021-S45
2019,9,14.9488,2.5660819999999998,0.40161199999999997,44.3202,357.0607,16.8312,13.0,10.0,385P,MPEC 2021-F20
2020,8,19.1966,2.3676470000000003,0.416235,353.1994,134.9478,15.2296,14.5,10.0,386P,MPEC 2021-L04
2019,9,6.2992,1.265576,0.736224,162.7696,259.3058,8.9203,15.0,10.0,387P,MPEC 2021-J28
2019,7,23.5942,2.002353,0.618102,42.3432,37.0418,23.8729,13.0,10.0,388P,MPEC 2021-S45
2019,12,29.2145,1.66439,0.7042970000000001,249.3297,218.8558,160.0725,16.0,10.0,389P,MPEC 2021-J28
2018,11,11.0527,1.584203,0.859024,359.503,77.959,18.3652,3.5,30.0,38P,MPEC 2018-S50
2020,3,22.3481,1.6995169999999997,0.70722,232.3539,152.2748,18.5624,12.0,10.0,390P,MPEC 2021-S45
2018,3,21.7511,4.11581,0.12055899999999999,187.0837,124.7321,21.2754,8.0,10.0,391P,MPEC 2021-F20
2020,3,31.7767,1.9489029999999998,0.6828,71.9419,24.8818,4.9309,14.5,10.0,392P,MPEC 2021-J28
2019,10,26.5505,4.210173999999999,0.12065,328.3475,36.4114,16.7896,11.0,10.0,393P,MPEC 2021-BE3
2019,11,30.2028,2.738886,0.36772,54.5178,98.1252,8.5294,16.0,6.0,394P,MPEC 2020-KB7
2021,12,30.5379,4.064871,0.37959299999999996,89.8138,223.7094,3.2765,10.0,10.0,395P,MPEC 2021-S45
2019,8,28.2854,3.9814279999999997,0.415799,8.5586,136.6644,5.4363,12.0,10.0,396P,MPEC 2020-KB7
2020,6,19.4452,2.277107,0.40515300000000004,14.4509,8.1991,10.9288,12.0,10.0,397P,MPEC 2021-O56
2020,12,26.7413,1.305408,0.582653,320.2221,127.4614,11.0154,15.5,10.0,398P,MPEC 2021-L04
2021,5,22.5789,2.0960240000000003,0.44696899999999995,214.2976,207.1433,13.3187,15.6,10.0,399P,MPEC 2021-F20
2023,5,27.5708,5.7279599999999995,0.223541,96.3929,299.1161,1.557,7.0,15.0,39P,MPEC 2020-W26
2021,2,10.1267,2.10333,0.40922600000000003,238.798,176.3931,10.9293,15.5,7.0,400P,MPEC 2020-FB5
2019,12,7.1194,2.4246,0.580048,309.3536,359.8816,12.8028,12.5,10.0,401P,MPEC 2021-R75
2021,12,14.5578,3.937875,0.43850900000000004,326.7342,123.0901,30.8524,8.0,10.0,402P,MPEC 2021-S45
2020,9,16.3413,2.6948369999999997,0.503475,277.6568,163.8124,12.3215,12.0,10.0,403P,MPEC 2021-J28
2023,10,1.0174,4.153398,0.13661700000000002,163.9182,261.3785,9.7192,10.0,10.0,404P,MPEC 2021-S45
2020,12,24.3007,1.121734,0.6891229999999999,112.2306,3.3147,9.3655,17.5,10.0,405P,MPEC 2021-L04
2020,9,15.7619,1.637091,0.542045,352.3892,11.4709,1.2135,17.0,10.0,406P,MPEC 2021-F20
2020,2,1.3806,2.131524,0.384374,92.7578,80.7787,4.8883,14.0,10.0,407P,MPEC 2021-F20
2022,10,3.3281,3.469058,0.27072199999999996,226.1811,189.4389,19.3413,11.0,10.0,408P,MPEC 2021-S45
2021,1,28.1452,1.7540169999999997,0.709892,15.1273,143.6716,17.1188,14.0,10.0,409P,MPEC 2021-O56
2025,11,17.8349,1.8344340000000001,0.629617,47.4126,133.7776,11.4692,5.5,30.0,40P,MPC100283
2021,6,23.543,3.247009,0.51052,313.0903,139.9803,9.3938,12.5,10.0,410P,MPEC 2021-F20
2021,1,24.3847,2.43855,0.580805,46.6618,77.668,12.3777,13.5,10.0,411P,MPEC 2021-J28
2020,12,5.3504,1.6177,0.47975,155.9182,0.849,8.9312,17.0,10.0,412P,MPEC 2021-F20
2021,7,20.2181,2.1398919999999997,0.42321800000000004,186.0442,39.0256,15.9785,14.0,10.0,413P,MPEC 2021-O56
2021,1,25.372,0.526384,0.811628,210.7288,257.7893,23.384,19.0,10.0,414P,MPEC 2021-BE3
2021,2,15.0317,3.313872,0.194737,346.236,160.2949,31.7921,12.0,10.0,415P,MPEC 2021-N06
2021,2,15.4302,2.189749,0.45431400000000005,134.5018,355.8124,3.3614,15.5,10.0,416P,MPEC 2021-L04
2021,4,22.205,1.49205,0.554555,129.4747,111.3489,8.1302,16.5,10.0,417P,MPEC 2021-S45
2021,10,17.566,1.702893,0.664783,307.1,277.6578,5.7974,13.0,10.0,418P,MPEC 2021-L04
2021,10,27.46,2.54326,0.27771399999999996,187.5012,40.3898,2.8029,12.5,10.0,419P,MPEC 2021-S45
2022,9,13.4253,1.049827,0.6599659999999999,62.2371,140.9873,9.2209,10.0,40.0,41P,MPC105240
2022,5,22.6851,2.788305,0.495104,157.1252,173.9585,14.503,11.5,10.0,420P,MPEC 2021-S45
2021,1,25.823,1.6466169999999998,0.675584,259.8228,55.3487,10.0803,14.0,10.0,421P,MPEC 2021-L04
2022,1,13.8559,3.105204,0.508626,305.1462,36.0651,39.5322,11.0,10.0,422P,MPEC 2021-S45
2021,9,19.93,5.421004,0.12053499999999999,80.4018,33.313,8.3462,10.0,10.0,423P,MPEC 2021-N06
2021,10,31.634,1.362698,0.691381,312.473,51.1795,8.6853,17.0,10.0,424P,MPEC 2021-S45
2021,9,20.4052,2.890078,0.543357,200.7309,210.088,16.4213,12.0,10.0,425P,MPEC 2021-S45
2021,5,14.6703,1.673987,0.519572,36.8135,299.335,8.5151,15.0,10.0,428P,MPEC 2021-S45
2022,1,2.1149,1.8062369999999999,0.49148800000000004,75.5247,322.075,7.5221,15.5,10.0,429P,MPEC 2021-Q68
2026,1,13.3274,2.0209349999999997,0.585279,147.2266,150.1757,3.9913,13.0,15.0,42P,MPC 94283
2021,12,2.2416,1.554645,0.49958500000000006,94.5067,54.6749,4.4749,16.5,10.0,430P,MPEC 2021-Q69
2022,2,13.3494,1.813706,0.47794200000000003,199.8449,202.8484,22.389,14.0,10.0,431P,MPEC 2021-S45
2021,8,30.6056,2.300919,0.242389,105.3032,239.1509,10.0672,17.0,10.0,432P,MPEC 2021-S45
2025,8,6.5408,2.4349849999999997,0.43577,224.1191,244.137,9.3379,8.0,15.0,43P,MPC102956
2022,4,23.4133,2.112464,0.42750699999999997,58.1239,286.4812,5.8981,8.3,15.0,44P,MPEC 2021-S45
2022,4,25.5478,0.557077,0.817495,327.9123,87.7063,4.3231,13.5,20.0,45P,MPC103849
2024,5,19.9844,1.056395,0.658343,356.3374,82.1571,11.7445,14.0,15.0,46P,MPEC 2021-O56
2025,10,26.7039,2.810453,0.318475,357.6506,356.921,13.0405,12.5,10.0,47P,MPEC 2021-S45
2018,8,12.99,2.004482,0.427436,216.6698,110.122,12.2057,12.4,10.0,48P,MPEC 2021-F20
2018,7,14.1173,1.434245,0.598232,332.9385,118.7975,19.0457,13.4,10.0,49P,MPEC 2021-F20
2021,9,8.8322,1.618858,0.576603,206.9973,192.9314,8.0083,8.0,15.0,4P,MPEC 2021-S45
2024,5,13.2349,1.9253,0.529108,49.3095,355.1771,19.1005,9.5,15.0,50P,MPEC 2015-S97
2022,10,3.9478,1.692798,0.543474,269.2586,83.6763,5.4258,10.0,20.0,51P-A,NK   3014
2022,10,1.7951,1.692607,0.543404,269.2972,83.6612,5.4266,16.0,20.0,51P-D,NK   3013
2021,10,5.1921,1.7772330000000003,0.540087,139.5938,336.8379,10.2317,13.5,15.0,52P,MPEC 2021-S45
2016,4,30.8148,2.4335869999999997,0.551672,134.4925,148.8099,6.6096,7.7,12.0,53P,MPC100283
2024,9,3.6218,2.1755709999999997,0.426138,1.7923,358.8166,6.0645,9.0,10.0,54P,MPC 89011
2031,5,18.5266,0.973217,0.90602,172.496,235.4086,162.4438,9.0,10.0,55P,MPC 31070
2016,7,19.935,2.495148,0.507742,43.9792,345.9964,8.1614,8.5,15.0,56P,MPC101100
2021,10,17.4212,1.7201099999999998,0.500979,115.2624,188.7749,2.8509,12.5,15.0,57P,MPEC 2021-S45
2020,5,27.6135,1.377649,0.662796,200.4897,159.0747,13.1086,15.5,15.0,58P,MPEC 2021-O56
2018,9,16.4816,2.354161,0.475259,127.5202,312.8313,9.3414,7.0,15.0,59P,MPEC 2021-F20
2018,12,9.0107,1.640736,0.534402,216.9728,267.5241,3.5867,11.5,15.0,60P,MPEC 2021-F20
2022,10,24.1903,2.124352,0.42398900000000006,221.8009,162.9739,5.9989,6.0,25.0,61P,MPEC 2015-Q71
2023,12,23.9591,1.2494049999999999,0.627898,47.1801,69.164,4.7477,8.0,25.0,62P,MPC109147
2026,7,12.6633,1.969097,0.648841,169.0801,358.0184,19.7276,10.5,15.0,63P,MPC 84320
2018,11,4.3854,1.3888989999999999,0.68812,97.072,299.987,8.9497,13.4,10.0,64P,MPEC 2021-F20
2025,6,16.1567,2.917769,0.24925,213.8954,62.0133,9.1783,11.2,10.0,65P,MPEC 2021-F20
2018,5,19.0041,1.294848,0.7865989999999999,257.41,21.815,18.6459,15.0,10.0,66P,MPEC 2021-F20
2021,11,2.0611,1.210623,0.649717,22.1315,36.3338,3.8715,11.0,10.0,67P,MPEC 2021-S45
2019,11,9.1684,1.795391,0.637641,153.1619,175.0548,11.1107,10.0,10.0,68P,MPC 75716
2019,3,18.0827,2.280741,0.4132,343.4261,104.8225,22.035,9.5,30.0,69P,MPC114607
2021,9,17.7767,1.354608,0.612811,178.0996,138.9355,19.5124,7.5,40.0,6P,MPEC 2021-S45
2021,11,3.1172,2.009001,0.45371300000000003,1.8295,119.2683,6.5981,11.0,15.0,70P,MPEC 2021-S45
2023,1,21.5941,1.588344,0.493874,209.0609,59.4088,9.4375,9.8,15.0,71P,MPC107051
2023,6,15.9343,0.782263,0.818511,346.6963,26.6941,10.9445,17.5,25.0,72P,MPC 89011
2022,8,25.6773,0.972773,0.685462,199.4764,69.622,11.2281,11.5,15.0,73P,MPC106348
2022,8,27.1772,0.97264,0.685664,199.4579,69.6246,11.2302,11.5,15.0,73P-T,MPC106348
2018,5,17.0884,3.754115,0.140989,114.1917,68.3892,6.0303,5.0,15.0,74P,MPEC 2021-S45
2019,10,26.0462,1.603429,0.538198,359.9568,84.1129,30.4625,15.5,10.0,76P,MPEC 2021-F20
2023,4,3.3399,2.3474720000000002,0.351945,196.8176,14.7757,24.3183,7.0,20.0,77P,MPC100283
2019,4,3.0145,2.0103169999999997,0.462257,192.6327,210.5167,6.2525,5.5,20.0,78P,MPEC 2021-O56
2023,9,30.676,1.121828,0.618822,281.7887,280.5325,3.1479,16.0,10.0,79P,MPC 94675
2021,5,27.111,1.234182,0.638525,172.5969,93.3703,22.3622,10.0,15.0,7P,MPEC 2021-S45
2022,12,8.8478,1.614832,0.598731,339.2513,259.8116,29.9268,9.0,10.0,80P,MPEC 2014-P41
2022,12,15.7032,1.59818,0.537049,41.6678,136.0961,3.2368,7.0,15.0,81P,MPEC 2021-S45
2018,6,24.3048,3.631568,0.12171300000000002,226.5931,239.3095,1.1288,15.0,10.0,82P,MPC133426
2020,6,3.9079,1.718521,0.515807,281.5754,108.1709,7.5515,9.5,20.0,84P,MPEC 2020-FB5
2022,2,7.5795,2.260681,0.372314,179.398,72.357,15.4747,11.0,15.0,86P,MPC109147
2020,5,10.7873,2.100668,0.391154,25.5483,181.5853,2.6161,7.2,25.0,87P,MPEC 2020-SI8
2020,9,26.558,1.353307,0.564182,235.9055,56.6798,4.3834,11.0,15.0,88P,MPEC 2021-S45
2024,3,26.1482,2.2203209999999998,0.408522,250.365,41.3699,12.0695,11.5,15.0,89P,MPC100283
2021,8,27.7352,1.0260129999999998,0.820258,207.4863,270.2037,54.9107,8.0,20.0,8P,MPEC 2021-S45
2017,6,19.7388,2.9634080000000003,0.5103439999999999,29.0544,13.2048,9.6487,8.5,15.0,90P,MPC107051
2020,11,9.9347,2.6046869999999998,0.331712,354.9865,247.7661,14.0802,7.5,15.0,91P,MPEC 2021-S45
2027,7,12.411,1.811506,0.661017,163.7642,181.3652,19.5013,12.0,15.0,92P,MPEC 2014-J58
2026,5,3.8782,1.696806,0.612795,74.8041,339.6504,12.2037,9.0,10.0,93P,NK   2707
2023,5,21.3225,2.227383,0.36498,92.4517,70.8583,6.188,9.0,15.0,94P,MPEC 2021-S45
2046,10,4.4699,8.539578,0.37687600000000004,339.67,209.2822,6.9273,6.5,5.0,95P,MPC 75717
2023,1,31.1602,0.116374,0.961576,14.7457,93.9765,57.5425,9.0,10.0,96P,MPEC 2017-T14
2022,2,15.5133,2.570589,0.46004799999999996,229.9524,184.0779,17.9519,5.5,15.0,97P,MPEC 2021-S45
2021,1,4.8534,1.662339,0.562353,157.8751,114.7024,10.5601,9.0,20.0,98P,MPEC 2013-H38
2022,4,12.9136,4.7060010000000005,0.22952199999999998,174.9618,28.1032,4.3392,4.5,15.0,99P,MPEC 2021-S45
2022,3,4.9421,1.544225,0.509217,179.3445,68.7165,10.4697,12.5,10.0,9P,MPEC 2021-F20
